Título,Nota,N_Avaliações,Desconto,Marca,Material,Gênero,Temporada,Review1,Review2,Review3,Qtd_Vendidos,Preço,Marca_Cod,Material_Cod,Temporada_Cod,Marca_Freq,Nota_MinMax,N_Avaliações_MinMax,Desconto_MinMax,Preço_MinMax,Material_Freq
Roupa De Bebe Macacão Curto Militar Personalizado,5.0,3.0,0.0,Oncinha Bebê,Indeterminado,Bebês,Primavera/Verão,Muito bom.,Produto lindo. Bordado maravilhoso da forma q pedi. Super indico. Tamanho ótimo.,Sem comentários,5,54.9,580,178,7,0.0013642564802182,0.9999999999999999,0.0003305056736807315,0.0,0.07506565260393575,0.3828701077708451
Kit 4 Cuecas Lupo Algodão Sunga Boxer Adulto Cotton Original,4.5,193.0,19.0,Lupo,Algodão,Masculino,Outono/Inverno,Só uso dessa marca é algodão puro.,Excelente. Valeu a pena.,"Nota 10, sempre estou comprando e ficam perfeitas.",1000,85.53,463,25,3,0.0422919508867667,0.8148148148148148,0.021262531673460393,0.2878787878787879,0.1272978411377511,0.1820760068065797
Kit 03 Conjuntos Top + Short Roupas Para Academia Atacado,4.2,115.0,24.0,Akorio,Suplex,Feminino,Primavera/Verão,"O material e ótimo,mas tem um porém e muito pequeno ! eu uso (p) pedi o (m) e ficou bem apertado ! serviu pra minha filha de 9 anos o material e bom estampa bonita !.",Tenho 1. 50 de altura e 50 kilos peguei tamanho g ficou certinho pra mim porém o shorts poderia ser com a cintura mais alta ficou aparecendo o umbigo. Fora isso gostei bastante indico pegarem a numeração maior pois uso m e peguei g.,"Amei, as estampas sao bem coloridas, veste super bem, o tecido è otimo! comprarei mais vezes.",1000,136.04,21,151,7,0.0045475216007276,0.7037037037037038,0.012669384157761374,0.36363636363636365,0.2134306469765697,0.010777084515031198
Calça Envelope Pantalona Infinity Plus Size Roupa Feminina,4.7,72.0,0.0,Ateliê Darlene Patrícia,Viscose Sarjada,Feminino,Primavera/Verão,"Espetacular. Adorei. Tamanho, tecido, estampas e confecção. Pedi numeração maior a de uso normal já conhecendo esse estilo de calça fica mais confortável um número maior para dar a volta na perna. São lindas e muito elegantes. Parabéns.","Qualidade excelente. Demorei um pouco pra entender como era a amarração da calça. Como tenho coxas muito grossas achei um pouco justa na perna, mas a cintura ficou certinha.","Adorei, ficou ótima no corpo! comprei a preta de viscose e no meu n° normal! calça com boa qualidade!.",1000,78.9,70,177,7,0.0004547521600727,0.888888888888889,0.007932136168337557,0.0,0.11599195116128375,0.0005672149744753262
Roupa Térmica Neve Criança Peluciado Calça + Blusa Peluciada,4.9,7.0,34.0,Neve Segunda Pele Térmica,Suplex,Sem Gênero Infantil,Outono/Inverno,"O material de ótima qualidade. Ficou um pouco grande no meu filho, bom que servirá ainda no inverno do ano que vem rs.",Sem comentários,Sem comentários,50,112.92,564,151,3,0.0031832651205093,0.9629629629629631,0.0007711799052550402,0.5151515151515151,0.1740049793663245,0.010777084515031198
Kit 4 Cuecas Boxer Mash Algodão Cotton Box Original Oferta,4.8,46.0,7.0,Mash,Algodão,Masculino,Primavera-Verão Outono-Inverno,"Tecido bom! macia ,confortável! para criança de 11 anos, com aprox. 50kg, recomendo o tam. M.",São ótimos.,E ótimo fiquei satisfeito com o produto 👏👏👏.,100,78.46,494,25,6,0.0109140518417462,0.9259259259259259,0.00506775366310455,0.10606060606060606,0.11524163568773235,0.1820760068065797
Kit 3 Short Bermuda Ciclista Infantil Feminino Roupa Atacado,4.6,0.0,0.0,Espaço Outlet,Poliéster,Feminino,Primavera/Verão,Sem comentários,Sem comentários,Sem comentários,5,48.9,268,122,7,0.0013642564802182,0.8518518518518517,0.0,0.0,0.06483407796459875,0.12592172433352242
Conjunto Infantil Tematico Bolo Fofo Bebe Roupa Menino,4.6,0.0,0.0,Leãozinho Kids,Indeterminado,Bebês,Não Definido,Sem comentários,Sem comentários,Sem comentários,1,134.99,437,178,1,0.001819008640291,0.8518518518518517,0.0,0.0,0.21164012141468574,0.3828701077708451
Kit C/3 Un Camisas Blusas Masculinas Long Line Oversize Swag,4.6,1396.0,6.0,Éved Maromba Malhar Fitness Machão,Tshirt Atual Estilosa Slim Barata,Masculino,Primavera/Verão,"Vale mais do que a pena comprar viu gente. Confie em mim, eu sou chato quando a questão é roupas. O mais incrível é o preço, aqui na minha cidade uma só camisa dessa custa o preço das 3, ou mais. Não me arrependo e super recomendo.","Tenho 1,78 70kg. Em mim ficou bom o tamanho m porem um pouco apertada, se voce tiver mais de 70 kg não compre tamanho m porque nao vai servir, essa informação é pra ajudar vocês.","Realmente pelo preço não se pode reclamar, o corte e caimento das camisetas são perfeitos, muito bem desenhada ao corpo, mas o que pega é a qualidade do tecido, é muito fino e frágil, recomendo um certo cuidado, não lavar na máquina e sim na mão para ela durar mais. Outro ponto foi que notei foi que a cor preta aparentemente não veio g como a cinza e a branca e também o tecido é diferente das demais, por exemplo a preta achei um tecido um pouco melhor e mais elástico. Enfim, são camisetas básicas e simples, porém muito bonitas, recomendo sim a compra!.",10000,78.16,841,169,7,0.0004547521600727,0.8518518518518517,0.15379530681943374,0.09090909090909091,0.11473005695576549,0.0005672149744753262
Roupa Frio Plus Size Feminina Blusa Calça Peluciado Proteção,4.5,2.0,34.0,Neve Segunda Pele Térmica,Poliéster/Elastano,Feminino,Outono/Inverno,"Ainda não usei nem lavei.
A calça ficou ótima.
Mais a blusa muito grande.",Sem comentários,Sem comentários,25,119.54,564,127,3,0.0031832651205093,0.8148148148148148,0.00022033711578715433,0.5151515151515151,0.18529381671839298,0.0022688598979013048
Short Colcci Summer Av23 Azul Feminino,5.0,1.0,0.0,Colcci,Algodão,Feminino,Primavera/Verão,Eu amei tudo nesse short ele é perfeito super indico veste super bem uso 36 e ficou certinho.,Sem comentários,Sem comentários,1,234.44,193,25,7,0.0031832651205093,0.9999999999999999,0.00011016855789357717,0.0,0.3812284710616964,0.1820760068065797
Kit 10 Cuecas Boxer Lupo Microfibra Sem Costura Box Original,4.8,197.0,20.0,Lupo,Microfibra,Masculino,Primavera-Verão Outono-Inverno,"Produto de ótima qualidade, original. Para as pessoas que disseram que o pano é fino, é pq não conhecem esse tipo de material e esse modelo da lupo. Produto de qualidade.",Produto muito bom gostaria que tivesse mais opcao de cores.,Muito bom igual as que eu comprei em loja. Pretendo comprar novamente.,1000,321.32,463,101,6,0.0422919508867667,0.9259259259259259,0.021703205905034703,0.30303030303030304,0.5293816718392961,0.030062393647192286
Kit 12 Peças De Roupa 1 Ao 14 Masculino 6 Camiseta +6 Shorts,4.3,955.0,11.0,Imperio Kids,Indeterminado,Meninos,Não Definido,"Amei todos, são realmente igual a fotos e os panos achei bem grosso e valeu a pena o preço, já quero comprar mais, só que pedi o tamanho 3 pro meu filho pq fiquei com medo de ficar pequeno o número 2, o 3 ficou um pouquinho grande mais um tamanho bom, assim não perde rápido. Amei, parabéns!!.","Só não dou 5 estrelas pela questão do material de alguns conjuntos. Uma dica, se tiver como peçam os modos que acompanham short tactel, os conjutinhos com short moletom deixou um pouco a desejar. Vieram apenas dois com tactel. Questão do tamanho tbm é bom pedir maior, meu filho tem 5 anos, é magrinho, porém alto, pedi tamanho 8 anos e deu certinho, o 8 é como se fosse um 6. Comprei para o dia-a-dia, mas se buscam algo mais arrumadinho não irão servir, condiz com valor mesmo.","Anaie os conjuntos meu filho tem 8 anos ficou perfeito material bom estampa perfeita para seu filho ,o meu amou parabéns,sem falar na custura ótima.",5000,146.94,364,178,1,0.0086402910413824,0.7407407407407406,0.10521097278836619,0.16666666666666669,0.23201800757136523,0.3828701077708451
Calça Legging Feminina Preto Roupa Fitness Academia Tule,4.8,12.0,0.0,Voo Fitness,Poliéster,Feminino,Não Definido,Sem comentários,"Calça bonita,tecido um pouco fragilizado,o único problema é que ele não vem na coloração correta,meio amarronzada terei que tingir.","Amei a calça, ficou perfeita.",25,46.9,813,122,1,0.0004547521600727,0.9259259259259259,0.001322022694722926,0.0,0.061423553084819754,0.12592172433352242
Bermuda Térmica Anti Assadura Feminina Shorts Esporte Novo,4.6,0.0,10.0,Keeper,Microfibra,Feminino,Primavera/Verão,Sem comentários,Sem comentários,Sem comentários,4,42.69,406,101,7,0.0086402910413824,0.8518518518518517,0.0,0.15151515151515152,0.05424439821288496,0.030062393647192286
Calça Sarja Feminina Mom Plus Size Verde-escuro Sawary,4.6,0.0,31.0,Sawary,Algodão,Feminino,Outono/Inverno,Sem comentários,Sem comentários,Sem comentários,5,205.99,692,25,3,0.0068212824010914,0.8518518518518517,0.0,0.4696969696969697,0.33271375464684017,0.1820760068065797
Kit Infantil Bombacha Gaúcha Alpargata Lenço E Boina Cavalo,4.6,0.0,0.0,Sentinela,Sarja,Bebês,Outono/Inverno,Sem comentários,Sem comentários,Sem comentários,5,269.9,701,138,3,0.0004547521600727,0.8518518518518517,0.0,0.0,0.441697077180178,0.013045944412932501
Kit 3 Roupas Femininas Shorts Jeans Lycra,4.8,11.0,0.0,Mr Jeans,Jean,Feminino,Primavera/Verão,Muito bom o produto.,Muito bom.,"Eu amei, são lindas, veste muito bem, recomendo simmmm, só comprem um número maior, eu fiz assim e ficaram perfeitas, sem dúvidas vou comprar novamente, a e chegaram muito cheirosinhas, obg, valeu muito a pena!👏👏.",50,137.5,540,74,7,0.0086402910413824,0.9259259259259259,0.001211854136829349,0.0,0.21592033013880838,0.021554169030062395
Macacão De Apicultor Reforçado Para Tirar Mel De Abelhas,4.3,54.0,29.0,Celi,Brim 100% Algodão,Sem Gênero,Não Definido,"Meu pai adorou,além de usar para pegar mel.
Usa como fantasia para divertir os netos kkkkk.
Adorei !!.",Muito bom em todos os sentidos.,Muito bom fácil manuseio confortável pode comprar.,500,200.65,177,46,1,0.0077307867212369,0.7407407407407406,0.005949102126253167,0.4393939393939394,0.32360765321783025,0.0028360748723766306
Kit Conjunto Infantil Juvenil Futebol São Paulo Do 02 Ao 14,3.8,6.0,0.0,Z1Store,Indeterminado,Sem Gênero Infantil,Não Definido,Comprei para o meu filho ele gostou bastante.,O conjunto muito bom.,Sem comentários,50,56.92,830,178,1,0.0027285129604365,0.5555555555555555,0.000661011347361463,0.0,0.07851028273251254,0.3828701077708451
Calça Moletom Masculina Flanelada Com Punho Malwee,4.6,155.0,11.0,Malwee,Algodão,Masculino,Outono/Inverno,"Gostei muito, boa qualidade. Só ficou um pouco grande, mas porque eu pedi um número acima com medo de ficar justo, mesmo assim vestiu muito bem. Único problema é não ter bolso dianteiro.","Compraria de novo, pois os produtos são excelentes! parabéns!.",Não vale a pena pagar 120. 00reais.,1000,119.79,479,25,3,0.0031832651205093,0.8518518518518517,0.017076126473504462,0.16666666666666669,0.18572013232836537,0.1820760068065797
"Shorts Da Roupa De Ballet Infantil Juvenil, K1",4.6,0.0,0.0,Amo Ballet Bailarina,Helanca,Meninas,Primavera/Verão,Sem comentários,Sem comentários,Sem comentários,5,74.9,37,70,7,0.0009095043201455,0.8518518518518517,0.0,0.0,0.10917090140172575,0.0022688598979013048
Cinta Modeladora Feminina Esbelt  Emborrachada 404,4.8,20.0,0.0,Esbelt,Indeterminado,Feminino,Não Definido,"Ótimo! quando pedi a cinta, tinha 127 cm de cintura e pedi 3xg, e não apertou tanto como achei que apertasse, bem confortável. Com 4 dias de uso de 6a 8 horas dia, diminui 12cm já. Estou amando. Dá tranquilo já já usar no segundo fecho logo de cara. Se continuar assim vou comprar outra logo logo.",Adora a cinta e perfeita modela o corpo super elegante ajuda nas posturas excelente !!.,"Ótimo produto ! atendeu perfeitamente minhas expectativas ! material de excelente qualidade !.
Super indico !.",100,59.79,266,178,1,0.0009095043201455,0.9259259259259259,0.0022033711578715435,0.0,0.0834043859349954,0.3828701077708451
Moletom Infantil Pikachu Com Capuz E Flanelado Confortável,4.6,0.0,0.0,Genérica,Algodão,Sem Gênero Infantil,Não Definido,Sem comentários,Sem comentários,Sem comentários,5,89.9,327,25,1,0.0095497953615279,0.8518518518518517,0.0,0.0,0.13474983800006823,0.1820760068065797
Roupa Infantil Shortinho De Menina Verão Moda Novidade Luxo,5.0,2.0,0.0,Ak Fashion Kids,Viscose,Meninas,Primavera/Verão,Perfeito.,Sem comentários,Sem comentários,5,39.9,19,175,7,0.0027285129604365,0.9999999999999999,0.00022033711578715433,0.0,0.04948671600559326,0.003403289846851957
Kit 5 Conjuntos Femininos Roupas Infantil Menina Atacado,4.4,412.0,10.0,N.Moda,Indeterminado,Meninas,Não Definido,"Os conjuntos são muito bons para ficar em casa, as estampas são lindas demais, porém solta muita tinta na lavagem. Lavei à mão todas as peças, separando por cor, para não torcer na mão eu deixei centrífugar todas juntas na máquina e só de ter centrifugado junto, as cores amarelo/bege e branco mancharam um pouco por causa do rosa :/ a costura não parece ser muito resistente, então recomendo que sempre lave as peças na mão pois na máquina pode estragar a costura. No mais, em relação ao tamanho, minha filha mede 1 metro e pesa 15kg e o tamanho 6 ficou ótimo! como disse, as estampas são realmente lindas. São ótimos conjuntos para usar em casa, no dia a dia, mas não são para sair. Tomando todos os cuidados na hora da lavagem, as peças vão durar muito. Podem comprar e não se esqueçam: separe por cor e não bata na máquina, porque senão mancha mesmo.","As estampas são lindas, o tecido é leve e fino mais eu gostei bastante pelo preço compensou muito, veio uma blusa mais grossinha eu amei, as calças são bem cumpridas já as blusas nem tanto, a blusa de 4 anos serviu perfeitamente pra minha filha de 3 anos já a calça ficou um pouquinho grande! gostei muito vou comprar novamente.","Deu muito certo.
Minha filha amou.",1000,154.41,556,178,1,0.0013642564802182,0.777777777777778,0.04538944585215379,0.15151515151515152,0.2447563179973398,0.3828701077708451
Conjunto Masculino Ração Branco Umbanda Candomblé Premium,3.6,8.0,6.0,Roupa Rasgada,Indeterminado,Sem Gênero,Não Definido,Muito bom.,"Costura mal acabada!.
Já comprei o conjunto branco e o vermelho e fiquei satisfeita mas o conjunto preto é 100% inferior aos outros. Costura repuxada na gola da camisa. Não devolvi porque não dá mais tempo, já levei na costureira para ajeitar.
Se forem comprar, entrem em contato para saber as condições da costura.","Boa tarde, conjunto bom, apenas melhorar os acabamentos.",50,54.6,666,178,1,0.0009095043201455,0.4814814814814815,0.0008813484631486173,0.09090909090909091,0.0745540738719689,0.3828701077708451
Short Jeans Feminino Preto Cintura Alta Com Lycra Hot Pants,4.5,20.0,0.0,Stillger Jeans,Algodão,Feminino,Primavera/Verão,O short tem ótima qualidade e a cor permanece escura após a lavagem sem desbotar. Veste bem. Só achei a cintura um pouco apertada.,Eu comprei numeração 46 ficou um pouco grande no meio das pernas. É melhor comprar sua numeração que vc tem costume de usar vai ficar perfeito.,Short é lindo. Amei.,50,49.9,738,25,7,0.0154615734424738,0.8148148148148148,0.0022033711578715435,0.0,0.06653934040448825,0.1820760068065797
Calça Masculina Aeroready Sereno Slim Legend Ink adidas,4.2,10.0,13.0,Adidas,Poliéster,Masculino,Primavera/Verão,A qualidade addidas não tem o que falar.,"Curti, calça bacana, tecido confortável, recomendo.",Nao é slim fit como dizem ! é um modelo mais largo ! entao se quiser algo slim melhor comprar a tiro ! sugiro tirar esse nome slim.,100,249.99,13,122,7,0.0109140518417462,0.7037037037037038,0.0011016855789357718,0.19696969696969696,0.4077453020019781,0.12592172433352242
Kit Roupa De Bebe 8 Peças Body Manga Longa E Mijão Algodão,4.6,725.0,19.0,Duda Lelê Moda Infantil,Indeterminado,Bebês,Não Definido,"Amo as roupas dessa loja, sempre bem feitas, bem acabadas, cores vivas, estampas fofas e bem feitas. Elas tem um formato um pouco grandes, mas ao lavar dão uma encolhidinha, porém o tecido estica bem. Eu vou comprar dessa loja até o tamanho que tiver. Esses bodys tem um tecido mais grossinho, as calças são bem feitas e combinam com tudo. A gente acaba comprando 8 peças e monta vários conjuntos com elas. O valor vale a pena ser pago!.",Meus bebes tem 6 meses comprei o gg amei parabéns veio otimo.,Comprei com muito medo. Mas eu me surpreendi com o produto. Depois desse já comprei 5 vezes.,1000,109.09,247,178,1,0.001819008640291,0.8518518518518517,0.07987220447284345,0.2878787878787879,0.16747382422154772,0.3828701077708451
Vestido Midi Feminino Decotado Com Alcinha Ajustável E Bojo,4.6,0.0,35.0,Blaum,Poliéster,Feminino,Primavera/Verão,Sem comentários,Sem comentários,Sem comentários,3,119.99,133,122,7,0.0004547521600727,0.8518518518518517,0.0,0.5303030303030303,0.18606118481634323,0.12592172433352242
Bermuda Com Suspensório Menino Festa Casual,5.0,6.0,0.0,Banana Karamelada,Brim - Algodão,Meninos,Primavera/Verão,Muito bom.,"Muito bom meu filho usou na apresentação da escola, ótima qualidade do tecido.","Adorei o short, muito bonito o tamanho 2 serviu direitinho no meu filho.",100,67.9,104,45,7,0.0004547521600727,0.9999999999999999,0.000661011347361463,0.0,0.09723406432249924,0.0005672149744753262
Shorts Transparente Empina Bumbum  Sex Poderosa Night,4.6,0.0,6.0,Top Brasil,Indeterminado,Feminino,Não Definido,Sem comentários,Sem comentários,Sem comentários,5,42.48,773,178,1,0.0004547521600727,0.8518518518518517,0.0,0.09090909090909091,0.05388629310050817,0.3828701077708451
Conjunto Calca E Camisa Roupa Motocross Trilha Infantil Ims,4.6,0.0,0.0,Ims,Poliéster,Masculino,Não Definido,Sem comentários,Sem comentários,Sem comentários,5,179.9,372,122,1,0.0004547521600727,0.8518518518518517,0.0,0.0,0.28822345759012313,0.12592172433352242
Kit 3 Shorts Fitness Roupa Feminina Academia Suplex Atacado,4.6,7.0,0.0,Virtuosa Modas,Suplex,Feminino,Primavera/Verão,Bom.,Gostei mt.,Short transparente. Achei que se tratava de um produto melhor.,50,69.99,802,151,7,0.0004547521600727,0.8518518518518517,0.0007711799052550402,0.0,0.10079806282186829,0.010777084515031198
Conjunto Infantil Baby Shark Bebe Roupa Menino Festa,4.6,0.0,0.0,Não Definido,Indeterminado,Bebês,Não Definido,Sem comentários,Sem comentários,Sem comentários,5,149.99,575,178,1,0.0104592996816734,0.8518518518518517,0.0,0.0,0.23721905801302826,0.3828701077708451
Cacharrel Blusa Térmica Feminina Segunda Pele Gola Alta,5.0,2.0,0.0,Roupas Térmicas,Indeterminado,Feminino,Outono/Inverno,"Achei o tecido de boa qualidade, o acabamento da blusa é bom. Valeu 👍.",Sem comentários,Sem comentários,25,59.95,674,178,3,0.001819008640291,0.9999999999999999,0.00022033711578715433,0.0,0.08367722792537773,0.3828701077708451
Capa Para Mala Viagem Bagagem Despacho Tamanho M Media 23 Kg,3.7,7.0,5.0,Multimarcas John Seven Decor,Indeterminado,Sem Gênero,Não Definido,Lindas! serviram certinho nas malas. Ótimo tecido e confecção.,Na primeira viagem já começou a perfurar o tecido. Nada resistente 🥲🥲🥲🥲.,Ajuste certo na mala média.,50,53.29,544,178,1,0.0004547521600727,0.5185185185185187,0.0007711799052550402,0.07575757575757576,0.07232018007571366,0.3828701077708451
Kit Casal Short Moda Praia Bermudas Combinando Yin Yang Amor,4.4,9.0,0.0,Relaxado,Tactel,Sem Gênero,Primavera/Verão,Lindo. Podem comprar.,"Produto de ótima qualidade e muito lindo, porém o masculino pedi g e o feminino m e o g é menor que o m.",Sem comentários,50,69.99,650,155,7,0.0118235561618917,0.777777777777778,0.0009915170210421946,0.0,0.10079806282186829,0.005104934770277935
Calça Moletom Infantil Peluciada Off,4.6,0.0,0.0,Larel,Algodão,Sem Gênero Infantil,Outono/Inverno,Sem comentários,Sem comentários,Sem comentários,5,39.9,428,25,3,0.0031832651205093,0.8518518518518517,0.0,0.0,0.04948671600559326,0.1820760068065797
Formatura Mêsversário Bebê Com Beca E Certificado De Brinde,4.7,29.0,0.0,Becasebrindes,Indeterminado,Bebês,Não Definido,"Que perfeição, podem comprar sem medo.","Muito bom, ficou perfeito.","Amei, ficou lindo na minha filha de 11 meses.",100,130.9,115,178,1,0.0009095043201455,0.888888888888889,0.003194888178913738,0.0,0.2046655980355377,0.3828701077708451
Roupa Feminina Em Oxford 2 Pçs Umbanda E Candomblé,4.8,69.0,0.0,Atacadão Beira Mar,Indeterminado,Feminino,Não Definido,Muito bom acabamento!! serviu certinho! adorei!.,"Produto bom, superou minhas expectativas.",Dentro da minha expectativa ! satisfeita.,500,59.9,62,178,1,0.0013642564802182,0.9259259259259259,0.007601630494656825,0.0,0.08359196480338324,0.3828701077708451
Bermuda Masculina adidas Tennis Club 3 Listras,4.6,0.0,25.0,Adidas,Poliéster,Masculino,Outono/Inverno,Sem comentários,Sem comentários,Sem comentários,1,199.99,13,122,3,0.0109140518417462,0.8518518518518517,0.0,0.3787878787878788,0.32248218000750317,0.12592172433352242
Collant Ballet Regata - Adulto,4.0,19.0,0.0,Maria Catarina Ballet,Indeterminado,Feminino,Não Definido,"Muito mal feito, malha fina, sem forro e bastante transparente. Não dá para usar.","Esse peoduto é de peoducao bem caseira, a forma é quadrada , nao tem a curva da contura, a cava é bem grande e deixa desconfortavel. Eu jamais compraria ou indicaria.",Não gostei pq o acabamento nas costuras e muito mal feito.,100,41.9,487,178,1,0.0009095043201455,0.6296296296296297,0.0020932025999779664,0.0,0.05289724088537226,0.3828701077708451
Short Modelo Redutor De Medidas Cintura Em Elástico Dilady,4.6,0.0,0.0,Dilady,Algodão,Feminino,Primavera/Verão,Sem comentários,Sem comentários,Sem comentários,5,69.9,231,25,7,0.0013642564802182,0.8518518518518517,0.0,0.0,0.10064458920227824,0.1820760068065797
Conjunto Tematico Safari Branco Bebe Roupa Menino Festa,4.9,28.0,0.0,Não Definido,Indeterminado,Bebês,Não Definido,Eu amei o conjunto 👋😍.,Eu achei maravilhoso.,A roupa ficou excelente na criança perfeita.,100,89.99,575,178,1,0.0104592996816734,0.9629629629629631,0.0030847196210201607,0.0,0.13490331161965827,0.3828701077708451
"1000 Lacre Autenticidade, Pendura Tag, Corda Para Tag Roupas",4.7,21.0,0.0,Não Definido,Indeterminado,Sem Gênero,Não Definido,"Alguns lacres que usei até agora encaixam mas não fixam. Os outros de fato lacram. Para não haver perdas, tenho utilizado os que encaixam, mas esses especificamente não cumprem com a função de manter a peça inviolável.",Muito bom o produto! recomendo.,Boa qualidade. Compro sempre!.,1000,52.99,575,178,1,0.0104592996816734,0.888888888888889,0.0023135397157651207,0.0,0.07180860134374681,0.3828701077708451
Calça Plus Size Jeans Costura Em Coração Que Levanta Bumbum,3.4,18.0,0.0,Variados Moda Feminina,Jeans,Feminino,Primavera/Verão,"Não gostei tecido ruim e totalmente diferente do produto q parece na foto, ficou horrível no corpo não se ajusta bm e somente experimentei nem tive vontade de usar a calça totalmente decepcionada, sempre comprei calças no mercado livre e vieram super igual mas desta vez sinceramente mente propaganda enganosa.",Muito grande e não ficou bem desenhada no corpo muito grande.,"Maravilhosaaaa.
Serviu direitinho.
Perfeito.
Podem compra sem medooo.",100,78.61,797,75,7,0.0027285129604365,0.40740740740740733,0.001983034042084389,0.0,0.11549742505371577,0.030062393647192286
Short Jeans Feminino Com Lycra Levanta Bumbum Destroyed,4.6,0.0,10.0,Wreis Jeans,Algodão,Feminino,Primavera/Verão,Sem comentários,Sem comentários,Sem comentários,2,49.99,825,25,7,0.0040927694406548,0.8518518518518517,0.0,0.15151515151515152,0.06669281402407831,0.1820760068065797
Kit 3 Short Bermuda Ciclista Infantil Feminino Roupa Atacado,4.6,0.0,0.0,Espaço Outlet,Poliéster,Feminino,Primavera/Verão,Sem comentários,Sem comentários,Sem comentários,5,52.9,268,122,7,0.0013642564802182,0.8518518518518517,0.0,0.0,0.07165512772415675,0.12592172433352242
Kit 2 Calças Masculina Jeans Pra Trabalho Corte Reto,4.6,34.0,10.0,Multimarcas,100% Algodão,Masculino,Outono/Inverno,Produto atende perfeitamente a proposta!!.,Eu gostei muito do meu produto parabéns.,Ótimo produto.,100,128.63,543,0,3,0.0118235561618917,0.8518518518518517,0.0037457309683816237,0.15151515151515152,0.2007946522969885,0.0011344299489506524
Manta Bebê Trico Maternidade,4.8,193.0,5.0,Up! Gift,Indeterminado,Bebês,Não Definido,"Linda manta, tricô bem feito, já lavei e continua super bonita. Vi vários comentários sobre o laço ser fixado com alfinete, realmente vem assim, mas nada impede que tire o alfinete e cole o laço com cola de tecido e foi o que fiz, ficou ainda mais perfeita. Recomendo o produto e vou comprar mais cores.","A manta é uma gracinha,não é grande,mais dá pra um bebê usar tranquilo,só acho q o laço não deveria ser preso com um alfinete,pois conforme o bebê se mexer pode abrir e espetar a criança.","Primeira vez que comprei , e gostei bastante, pelo preço que é bem em conta rs e pq ela não é tão grossa, quem espera que ela seja grossa ela não é não , é mais para usar como meia estação msm, a tardezinha ou em um dia de sol mais não tão quente , único ponto negativo é que o laço não vem costurado, isso atrapalha um pouco pois ele sai facilmente mais é só fazer um pontinho que tá tudo certo. Recomendo e compraria novamente !.",1000,52.25,790,178,1,0.0004547521600727,0.9259259259259259,0.021262531673460393,0.07575757575757576,0.07054670713822858,0.3828701077708451
Roupa Infantil Menina Carnaval Arlequina,4.6,0.0,0.0,Bf Fantasias,Indeterminado,Meninas,Não Definido,Sem comentários,Sem comentários,Sem comentários,2,57.74,125,178,1,0.0004547521600727,0.8518518518518517,0.0,0.0,0.07990859793322193,0.3828701077708451
3 Conjuntos Feminino Calça E Top Roupas Academia,3.6,373.0,0.0,Jinkingstore,Poliéster,Feminino,Não Definido,Horrível nem coloquei já estava descosturado muito ruim super transparente.,"Muito ruim, cores diferentes não e o mesmo tecido péssimo péssimo. Não vou mais comprar.",Eu adeus que meu produto foce de boa colidade mais os acabamento e orrilve er mal feito.,1000,99.88,387,122,1,0.0004547521600727,0.4814814814814815,0.04109287209430428,0.0,0.1517683571501654,0.12592172433352242
Roupa Feminina Plus Size Blusa Calça Frio Peluciado Proteção,4.6,5.0,42.0,Neve Segunda Pele Térmica,Poliéster/Elastano,Feminino,Outono/Inverno,Uso e recomendo. !!! quem ainda não comprou corra logo para comprar pois é excelente.,"A blusa ok, a calça achei pequena.",Produto ótimo e quente.,25,132.56,564,127,3,0.0031832651205093,0.8518518518518517,0.0005508427894678859,0.6363636363636364,0.20749633368575426,0.0022688598979013048
Kit 3 Cuecas Masculinas Slip Cotton Calvin Klein,5.0,102.0,30.0,Calvin Klein Underwear,Algodão,Masculino,Primavera/Verão,"Produto de ótima qualidade, serviu perfeitamente, atendeu as necessidades.","Muito bom. Muito bom. Aqui tem que escrever 2000 paginas.
Me senti na escola !!! redacao. 20 linhas.",Excelente qualidade. Produto original.,1000,229.9,161,25,7,0.0004547521600727,0.9999999999999999,0.01123719290514487,0.4545454545454546,0.3734865795845981,0.1820760068065797
Conjunto Verão Juvenil Roupa Meninas Blogueira Luxo 2 À 10,4.6,0.0,5.0,Toquinhokids,Poliéster,Meninas,Primavera/Verão,Sem comentários,Sem comentários,Sem comentários,1,50.5,779,122,7,0.0004547521600727,0.8518518518518517,0.0,0.07575757575757576,0.06756249786842196,0.12592172433352242
Tema Mesversário: Formatura Bebê De Beca| Brinde Certificado,5.0,12.0,0.0,Becasebrindes,Indeterminado,Bebês,Não Definido,Ficou lindao um gataooo super indico.,Uma graça! ótimo acabamento! ótima qualidade! recomendo!.,"Que capricho! amei, obrigada.",50,130.9,115,178,1,0.0009095043201455,0.9999999999999999,0.001322022694722926,0.0,0.2046655980355377,0.3828701077708451
Kit 10 Peças Roupa Infantil Menina Feminino Atacado Verão,4.3,68.0,10.0,Jota Kids,Indeterminado,Meninas,Não Definido,Gostei muito das roupas porém pensei que fosse uma coisa veio outra só mais o tecido muito bom.,Bom.,Muito obrigado deus abençoe amei ótima qualidade.,100,139.1,393,178,1,0.0013642564802182,0.7407407407407406,0.007491461936763247,0.15151515151515152,0.21864875004263157,0.3828701077708451
